ds,y
2017-07-31,1264.55
2017-08-01,1264.55
2017-08-02,1279.4
2017-08-03,1291
2017-08-04,1312.05
2017-08-05,1314.9
2017-08-06,1314.5
2017-08-07,1317.15
2017-08-08,1319.95
2017-08-09,1311
2017-08-10,1319.75
2017-08-11,1323.05
2017-08-12,1326.8
2017-08-13,1339.25
2017-08-14,1333.85
2017-08-15,1335.65
2017-08-16,1332.2
2017-08-17,1334.95
2017-08-18,1332.6
2017-08-19,1333.4
2017-08-20,1353.7
2017-08-21,1354.95
2017-08-22,1353.15
2017-08-23,1343.85
2017-08-24,1344.9
2017-08-25,1345.05
2017-08-26,1341.35
2017-08-27,1331.15
2017-08-28,1333.6
2017-08-29,1331.4
2017-08-30,1324.65
2017-08-31,1315.45
2017-09-01,1314.1
2017-09-02,1322.3
2017-09-03,1325.35
2017-09-04,1336.25
2017-09-05,1352.45
2017-09-06,1352.1
2017-09-07,1346.6
2017-09-08,1339.85
2017-09-09,1330.5
2017-09-10,1328.35
2017-09-11,1327.95
2017-09-12,1333.5
2017-09-13,1325.75
2017-09-14,1317.85
2017-09-15,1307.75
2017-09-16,1322.3
2017-09-17,1320.4
2017-09-18,1331.4
2017-09-19,1329.4
2017-09-20,1321
2017-09-21,1320.6
2017-09-22,1319.15
2017-09-23,1322.75
2017-09-24,1323.55
2017-09-25,1318.75
2017-09-26,1310.1
2017-09-27,1312.4
2017-09-28,1311
2017-09-29,1321.35
2017-09-30,1329.15
2017-10-01,1346.6
2017-10-02,1352.4
2017-10-03,1341.45
2017-10-04,1332.45
2017-10-05,1323.85
2017-10-06,1333.45
2017-10-07,1337.3
2017-10-08,1327.7
2017-10-09,1331.2
2017-10-10,1331.95
2017-10-11,1338.95
2017-10-12,1350.75
2017-10-13,1341.35
2017-10-14,1343.7
2017-10-15,1349.35
2017-10-16,1342.1
2017-10-17,1351.45
2017-10-18,1348.6
2017-10-19,1336.75
2017-10-20,1324.3
2017-10-21,1328.85
2017-10-22,1321.65
2017-10-23,1320.7
2017-10-24,1321.5
2017-10-25,1313.2
2017-10-26,1307.1
2017-10-27,1304.2
2017-10-28,1315.05
2017-10-29,1309.4
2017-10-30,1306.6
2017-10-31,1313.85
2017-11-01,1318.8
2017-11-02,1324.35
2017-11-03,1319.85
2017-11-04,1295
2017-11-05,1291.25
2017-11-06,1289.5
2017-11-07,1288.3
2017-11-08,1288.35
2017-11-09,1293.05
2017-11-10,1289
2017-11-11,1304.85
2017-11-12,1303.5
2017-11-13,1295.5
2017-11-14,1300.7
2017-11-15,1305.35
2017-11-16,1294.6
2017-11-17,1295.45
2017-11-18,1292.05
2017-11-19,1300.1
2017-11-20,1297.25
2017-11-21,1298.25
2017-11-22,1299.6
2017-11-23,1298.65
2017-11-24,1296.15
2017-11-25,1302.75
2017-11-26,1285.25
2017-11-27,1281.55
2017-11-28,1276.15
2017-11-29,1274.2
2017-11-30,1266.15
2017-12-01,1269.15
2017-12-02,1268.7
2017-12-03,1260.3
2017-12-04,1254.6
2017-12-05,1251.55
2017-12-06,1250.45
2017-12-07,1247.8
2017-12-08,1251.75
2017-12-09,1255.65
2017-12-10,1255.5
2017-12-11,1255.35
2017-12-12,1262.05
2017-12-13,1254
2017-12-14,1251.4
2017-12-15,1245.9
2017-12-16,1241.7
2017-12-17,1241.1
2017-12-18,1232.8
2017-12-19,1224.5
2017-12-20,1217.55
2017-12-21,1228.75
2017-12-22,1224.95
2017-12-23,1228.35
2017-12-24,1231.5
2017-12-25,1228.25
2017-12-26,1223.95
2017-12-27,1223.8
2017-12-28,1220.95
2017-12-29,1219
2017-12-30,1215.45
2017-12-31,1216.3
2018-01-01,1209.65
2018-01-02,1212.35
2018-01-03,1209.55
2018-01-04,1214.35
2018-01-05,1214.4
2018-01-06,1200.35
2018-01-07,1197
2018-01-08,1182
2018-01-09,1180.4
2018-01-10,1178.4
2018-01-11,1184.35
2018-01-12,1190.95
2018-01-13,1196.65
2018-01-14,1192.35
2018-01-15,1197.7
2018-01-16,1212.25
2018-01-17,1204.2
2018-01-18,1197.3
2018-01-19,1202.45
2018-01-20,1200.05
2018-01-21,1190.85
2018-01-22,1196.7
2018-01-23,1205.15
2018-01-24,1198.9
2018-01-25,1196.6
2018-01-26,1189.85
2018-01-27,1195.6
2018-01-28,1209.8
2018-01-29,1201.95
2018-01-30,1201.9
2018-01-31,1200.2
2018-02-01,1203.3
2018-02-02,1208.35
2018-02-03,1198.7
2018-02-04,1202.75
2018-02-05,1201.9
2018-02-06,1194.25
2018-02-07,1185.4
2018-02-08,1187.25
2018-02-09,1189.35
2018-02-10,1204.7
2018-02-11,1201.2
2018-02-12,1203.45
2018-02-13,1203.8
2018-02-14,1186.95
2018-02-15,1185.55
2018-02-16,1188.6
2018-02-17,1205.55
2018-02-18,1219.75
2018-02-19,1229.95
2018-02-20,1230.7
2018-02-21,1229.05
2018-02-22,1223
2018-02-23,1227.85
2018-02-24,1222.3
2018-02-25,1235.95
2018-02-26,1230.55
2018-02-27,1230.8
2018-02-28,1233.85
2018-03-01,1230.8
2018-03-02,1225.4
2018-03-03,1214.95
2018-03-04,1231.15
2018-03-05,1232.1
2018-03-06,1232.25
2018-03-07,1231.6
2018-03-08,1229.95
2018-03-09,1224.15
2018-03-10,1211.4
2018-03-11,1205.55
2018-03-12,1202.1
2018-03-13,1203.25
2018-03-14,1211.85
2018-03-15,1222.4
2018-03-16,1221.6
2018-03-17,1223
2018-03-18,1226.1
2018-03-19,1227.05
2018-03-20,1223.65
2018-03-21,1223.4
2018-03-22,1221.2
2018-03-23,1213.25
2018-03-24,1226.25
2018-03-25,1217.55
2018-03-26,1230.3
2018-03-27,1240.3
2018-03-28,1235.9
2018-03-29,1242.55
2018-03-30,1243.3
2018-03-31,1245.35
2018-04-01,1245.3
2018-04-02,1245.75
2018-04-03,1242.75
2018-04-04,1235.35
2018-04-05,1241.65
2018-04-06,1246.3
2018-04-07,1255
2018-04-08,1259.75
2018-04-09,1258.15
2018-04-10,1268
2018-04-11,1279
2018-04-12,1282.9
2018-04-13,1290.45
2018-04-14,1279.9
2018-04-15,1292.2
2018-04-16,1286.45
2018-04-17,1288.6
2018-04-18,1291.9
2018-04-19,1288.95
2018-04-20,1292.75
2018-04-21,1294.4
2018-04-22,1292.3
2018-04-23,1290.7
2018-04-24,1284.2
2018-04-25,1279.55
2018-04-26,1282.1
2018-04-27,1279.8
2018-04-28,1283.7
2018-04-29,1293.9
2018-04-30,1302.15
2018-05-01,1307.55
2018-05-02,1310.7
2018-05-03,1323.25
2018-05-04,1318.7
2018-05-05,1312.15
2018-05-06,1314.2
2018-05-07,1312.4
2018-05-08,1310
2018-05-09,1314.85
2018-05-10,1306.4
2018-05-11,1310
2018-05-12,1312.8
2018-05-13,1311.45
2018-05-14,1316.55
2018-05-15,1325.5
2018-05-16,1334.15
2018-05-17,1343.75
2018-05-18,1331.25
2018-05-19,1329.05
2018-05-20,1331.05
2018-05-21,1325.05
2018-05-22,1322.85
2018-05-23,1319.15
2018-05-24,1311.95
2018-05-25,1285.4
2018-05-26,1283.8
2018-05-27,1285.85
2018-05-28,1285.3
2018-05-29,1296.75
2018-05-30,1292.75
2018-05-31,1297.05
2018-06-01,1306.95
2018-06-02,1295.55
2018-06-03,1303.5
2018-06-04,1305.6
2018-06-05,1307.7
2018-06-06,1303.7
2018-06-07,1309.6
2018-06-08,1311.3
2018-06-09,1319.55
2018-06-10,1316.3
2018-06-11,1309.7
2018-06-12,1295.15
2018-06-13,1295.4
2018-06-14,1293.5
2018-06-15,1290.3
2018-06-16,1290.45
2018-06-17,1283.15
2018-06-18,1288.45
2018-06-19,1300
2018-06-20,1303
2018-06-21,1305.45
2018-06-22,1298.8
2018-06-23,1294.3
2018-06-24,1285.65
2018-06-25,1276.35
2018-06-26,1275.85
2018-06-27,1275.7
2018-06-28,1269.5
2018-06-29,1271.65
2018-06-30,1280.8
2018-07-01,1284.2
2018-07-02,1279.5
2018-07-03,1282.3
2018-07-04,1283.8
2018-07-05,1270.95
2018-07-06,1278.55
2018-07-07,1281.2
2018-07-08,1285.2
2018-07-09,1286.1
2018-07-10,1287.1
2018-07-11,1295.6
2018-07-12,1298.4
2018-07-13,1299.1
2018-07-14,1291.7
2018-07-15,1280.8
2018-07-16,1276.85
2018-07-17,1271.15
2018-07-18,1273.8
2018-07-19,1283.65
2018-07-20,1282.5
2018-07-21,1278.3
2018-07-22,1281.65
2018-07-23,1280.95
2018-07-24,1295.55
2018-07-25,1317.1
2018-07-26,1324.25
2018-07-27,1335.05
2018-07-28,1335.5
2018-07-29,1340.65
2018-07-30,1328.6
2018-07-31,1324.3
2018-08-01,1332.35
2018-08-02,1335.9
2018-08-03,1351.25
2018-08-04,1341.3
2018-08-05,1341.35
2018-08-06,1344.05
2018-08-07,1379.5
2018-08-08,1397.15
2018-08-09,1405.7
2018-08-10,1431.4
2018-08-11,1403.95
2018-08-12,1402.5
2018-08-13,1409
2018-08-14,1390.1
2018-08-15,1391.05
2018-08-16,1413.5
2018-08-17,1414.9
2018-08-18,1388.65
2018-08-19,1400.1
2018-08-20,1391.55
2018-08-21,1408.3
2018-08-22,1413.75
2018-08-23,1407.6
2018-08-24,1412.4
2018-08-25,1409.85
2018-08-26,1410.35
2018-08-27,1417.45
2018-08-28,1439.7
2018-08-29,1427.75
2018-08-30,1425.55
2018-08-31,1426.95
2018-09-01,1416.1
2018-09-02,1420.4
2018-09-03,1419.05
2018-09-04,1425.9
2018-09-05,1427.55
2018-09-06,1406.8
2018-09-07,1441.75
2018-09-08,1465.25
2018-09-09,1465.25
2018-09-10,1506.05
2018-09-11,1495.75
2018-09-12,1497.7
2018-09-13,1504.7
2018-09-14,1498.4
2018-09-15,1513.25
2018-09-16,1515.65
2018-09-17,1515.25
2018-09-18,1496.6
2018-09-19,1504.55
2018-09-20,1503.25
2018-09-21,1502.05
2018-09-22,1503.8
2018-09-23,1532.95
2018-09-24,1537.15
2018-09-25,1540.2
2018-09-26,1528.4
2018-09-27,1525.95
2018-09-28,1537.85
2018-09-29,1546.1
2018-09-30,1529.1
2018-10-01,1523.7
2018-10-02,1509.2
2018-10-03,1498.25
2018-10-04,1490.65
2018-10-05,1515.2
2018-10-06,1503.1
2018-10-07,1497.2
2018-10-08,1502.1
2018-10-09,1503.5
2018-10-10,1500.7
2018-10-11,1501.9
2018-10-12,1522.1
2018-10-13,1520.65
2018-10-14,1528.75
2018-10-15,1506.4
2018-10-16,1489.9
2018-10-17,1485.3
2018-10-18,1473.45
2018-10-19,1492.6
2018-10-20,1517.1
2018-10-21,1499.15
2018-10-22,1501.25
2018-10-23,1505.85
2018-10-24,1507.25
2018-10-25,1494.8
2018-10-26,1479.15
2018-10-27,1490.6
2018-10-28,1487.8
2018-10-29,1485.1
2018-10-30,1492.65
2018-10-31,1490
2018-11-01,1491.65
2018-11-02,1485.35
2018-11-03,1494.45
2018-11-04,1496.55
2018-11-05,1513.45
2018-11-06,1492.4
2018-11-07,1486.75
2018-11-08,1492.1
2018-11-09,1510.95
2018-11-10,1508.8
2018-11-11,1509.45
2018-11-12,1488.95
2018-11-13,1486.05
2018-11-14,1484.25
2018-11-15,1464.15
2018-11-16,1458.7
2018-11-17,1452.05
2018-11-18,1462.9
2018-11-19,1466.65
2018-11-20,1466.9
2018-11-21,1467.65
2018-11-22,1468.45
2018-11-23,1471.7
2018-11-24,1467.05
2018-11-25,1464.45
2018-11-26,1458.4
2018-11-27,1454.65
2018-11-28,1454.35
2018-11-29,1454.65
2018-11-30,1460.15
2018-12-01,1461.15
2018-12-02,1477.3
2018-12-03,1475.1
2018-12-04,1475.95
2018-12-05,1459.65
2018-12-06,1461.7
2018-12-07,1464.95
2018-12-08,1466.8
2018-12-09,1467.8
2018-12-10,1466.6
2018-12-11,1477.9
2018-12-12,1475.8
2018-12-13,1474.05
2018-12-14,1476.7
2018-12-15,1479
2018-12-16,1482.1
2018-12-17,1511.5
2018-12-18,1514.75
2018-12-19,1527.1
2018-12-20,1548.75
2018-12-21,1573.1
2018-12-22,1567.85
2018-12-23,1571.95
2018-12-24,1550.75
2018-12-25,1553.6
2018-12-26,1549.9
2018-12-27,1545.1
2018-12-28,1549
2018-12-29,1554.55
2018-12-30,1557.6
2018-12-31,1560.15
2019-01-01,1551.3
2019-01-02,1556.9
2019-01-03,1562.9
2019-01-04,1564.3
2019-01-05,1580.1
2019-01-06,1574
2019-01-07,1573.45
2019-01-08,1578.25
2019-01-09,1584.2
2019-01-10,1574.75
2019-01-11,1558.35
2019-01-12,1553.3
2019-01-13,1563.3
2019-01-14,1572.65
2019-01-15,1573.2
2019-01-16,1570.5
2019-01-17,1563.7
2019-01-18,1575.05
2019-01-19,1581.4
2019-01-20,1580.8
2019-01-21,1589.85
2019-01-22,1604.2
2019-01-23,1619
2019-01-24,1643.3
2019-01-25,1671.65
2019-01-26,1650.3
2019-01-27,1634.9
2019-01-28,1652
2019-01-29,1609.85
2019-01-30,1599.65
2019-01-31,1615.5
2019-02-01,1641.85
2019-02-02,1659.6
2019-02-03,1683.65
2019-02-04,1672.5
2019-02-05,1655.7
2019-02-06,1653.75
2019-02-07,1570.7
2019-02-08,1562.8
2019-02-09,1487.7
2019-02-10,1536.2
2019-02-11,1498.2
2019-02-12,1474.25
2019-02-13,1494.4
2019-02-14,1525.4
2019-02-15,1605.75
2019-02-16,1605.45
2019-02-17,1634.8
2019-02-18,1617.3
2019-02-19,1618.3
2019-02-20,1608.95
2019-02-21,1576.55
2019-02-22,1616.8
2019-02-23,1613.1
2019-02-24,1648.3
2019-02-25,1649.25
2019-02-26,1647.8
2019-02-27,1680.65
2019-02-28,1741.9
2019-03-01,1718.65
2019-03-02,1729.5
2019-03-03,1692.55
2019-03-04,1686.2
2019-03-05,1682.05
2019-03-06,1710.55
2019-03-07,1736.25
2019-03-08,1715.9
2019-03-09,1714.95
2019-03-10,1691.55
2019-03-11,1703.35
2019-03-12,1702.75
2019-03-13,1686.25
2019-03-14,1709.1
2019-03-15,1699.55
2019-03-16,1691.5
2019-03-17,1704.05
2019-03-18,1702.75
2019-03-19,1702.4
2019-03-20,1708.4
2019-03-21,1731.6
2019-03-22,1735.35
2019-03-23,1734.7
2019-03-24,1737.95
2019-03-25,1748.3
2019-03-26,1724.9
2019-03-27,1733.55
2019-03-28,1720.25
2019-03-29,1694.6
2019-03-30,1717.35
2019-03-31,1728.7
2019-04-01,1730.6
2019-04-02,1742.15
2019-04-03,1705.35
2019-04-04,1700.05
2019-04-05,1683.45
2019-04-06,1690.35
2019-04-07,1713.5
2019-04-08,1722.05
2019-04-09,1738.25
2019-04-10,1733.5
2019-04-11,1710.45
2019-04-12,1719.85
2019-04-13,1724.35
2019-04-14,1719.5
2019-04-15,1734.75
2019-04-16,1761.85
2019-04-17,1768.9
2019-04-18,1766.05
2019-04-19,1756.55
2019-04-20,1747.6
2019-04-21,1771.6
2019-04-22,1768.1
2019-04-23,1771.05
2019-04-24,1777.45
2019-04-25,1772.9
2019-04-26,1787.9
2019-04-27,1789.55
2019-04-28,1811.1
2019-04-29,1812.1
2019-04-30,1803.1
2019-05-01,1807.5
2019-05-02,1801.9
2019-05-03,1804.6
2019-05-04,1807.7
2019-05-05,1807.35
2019-05-06,1815.65
2019-05-07,1842.55
2019-05-08,1852.4
2019-05-09,1878.3
2019-05-10,1902.1
2019-05-11,1936.65
2019-05-12,1940.9
2019-05-13,1950.9
2019-05-14,1957.65
2019-05-15,1964.9
2019-05-16,1958.55
2019-05-17,1977.9
2019-05-18,2048.15
2019-05-19,2067.15
2019-05-20,2031.15
2019-05-21,2044.5
2019-05-22,1939.65
2019-05-23,1931.9
2019-05-24,1944.25
2019-05-25,1944.75
2019-05-26,1972.85
2019-05-27,2008.75
2019-05-28,1981
2019-05-29,1927.15
2019-05-30,1924.35
2019-05-31,1943.95
2019-06-01,1911.15
2019-06-02,1932.95
2019-06-03,1923.85
2019-06-04,1957.35
2019-06-05,1972.35
2019-06-06,1947.05
2019-06-07,1940.45
2019-06-08,1926.3
2019-06-09,1928.45
2019-06-10,1910.95
2019-06-11,1947.2
2019-06-12,1966.25
2019-06-13,1947.4
2019-06-14,1958.7
2019-06-15,1949.35
2019-06-16,1961.8
2019-06-17,1936.25
2019-06-18,1950.85
2019-06-19,1909.35
2019-06-20,1906
2019-06-21,1873.4
2019-06-22,1861.75
2019-06-23,1859.7
2019-06-24,1864.3
2019-06-25,1883.95
2019-06-26,1886.9
2019-06-27,1902
2019-06-28,1903.05
2019-06-29,1909.6
2019-06-30,1913.4
2019-07-01,1884.5
2019-07-02,1887.45
2019-07-03,1923.25
2019-07-04,1925.5
2019-07-05,1891.3
2019-07-06,1910.05
2019-07-07,1891.9
2019-07-08,1905.05
2019-07-09,1905.6
2019-07-10,1898.4
2019-07-11,1924.15
2019-07-12,1900.95
2019-07-13,1903.65
2019-07-14,1898.45
2019-07-15,1905.7
2019-07-16,1869.95
2019-07-17,1870.3
2019-07-18,1881.85
2019-07-19,1889.9
2019-07-20,1908.3
2019-07-21,1900.15
2019-07-22,1938.45
2019-07-23,1940.8
2019-07-24,1867.3
2019-07-25,1878.7
2019-07-26,1860.95
2019-07-27,1874.85
2019-07-28,1890.9
2019-07-29,1885.6
2019-07-30,1889.05
2019-07-31,1876.1
2019-08-01,1857.35
2019-08-02,1875.7
2019-08-03,1840.2
2019-08-04,1799.6
2019-08-05,1810.2
2019-08-06,1807.4
2019-08-07,1779.3
2019-08-08,1762.55
2019-08-09,1810.75
2019-08-10,1822.6
2019-08-11,1832.35
2019-08-12,1843
2019-08-13,1859.95
2019-08-14,1868.15
2019-08-15,1841.75
2019-08-16,1844.35
2019-08-17,1842
2019-08-18,1831.15
2019-08-19,1850.65
2019-08-20,1851.95
2019-08-21,1890.75
2019-08-22,1879.75
2019-08-23,1880
2019-08-24,1877.1
2019-08-25,1875
2019-08-26,1874.3
2019-08-27,1887.6
2019-08-28,1943.2
2019-08-29,1940.35
2019-08-30,1931.95
2019-08-31,1920.1
2019-09-01,1862.9
2019-09-02,1847.25
2019-09-03,1841.25
2019-09-04,1858.85
2019-09-05,1841.75
2019-09-06,1839
2019-09-07,1833.05
2019-09-08,1834.7
2019-09-09,1856.6
2019-09-10,1862.1
2019-09-11,1852.7
2019-09-12,1856.85
2019-09-13,1856.6
2019-09-14,1843
2019-09-15,1853.7
2019-09-16,1863.8
2019-09-17,1862.95
2019-09-18,1833.1
2019-09-19,1835.45
2019-09-20,1785.9
2019-09-21,1802.95
2019-09-22,1835.25
2019-09-23,1839.6
2019-09-24,1842.65
2019-09-25,1840.1
2019-09-26,1816.35
2019-09-27,1817.3
2019-09-28,1794.25
2019-09-29,1780.7
2019-09-30,1773.15
2019-10-01,1786.2
2019-10-02,1807.45
2019-10-03,1799.65
2019-10-04,1788
2019-10-05,1779.65
2019-10-06,1742.85
2019-10-07,1734.15
2019-10-08,1723.85
2019-10-09,1711.4
2019-10-10,1712.1
2019-10-11,1696.25
2019-10-12,1687.05
2019-10-13,1716.9
2019-10-14,1716.2
2019-10-15,1724.25
2019-10-16,1704.8
2019-10-17,1723.65
2019-10-18,1735
2019-10-19,1729.65
2019-10-20,1725.9
2019-10-21,1735.2
2019-10-22,1736.15
2019-10-23,1726.2
2019-10-24,1730.5
2019-10-25,1737.3
2019-10-26,1731.8
2019-10-27,1705.95
2019-10-28,1683.95
2019-10-29,1691.05
2019-10-30,1726.05
2019-10-31,1744.65
2019-11-01,1738.05
2019-11-02,1755.5
2019-11-03,1741.2
2019-11-04,1732.85
2019-11-05,1747.95
2019-11-06,1735.55
2019-11-07,1757.2
2019-11-08,1774.45
2019-11-09,1774.5
2019-11-10,1777.85
2019-11-11,1798.2
2019-11-12,1787.75
2019-11-13,1781.8
2019-11-14,1773.35
2019-11-15,1784.15
2019-11-16,1772.2
2019-11-17,1762.65
2019-11-18,1767.65
2019-11-19,1797.75
2019-11-20,1782.25
2019-11-21,1813.15
2019-11-22,1836.55
2019-11-23,1840.45
2019-11-24,1829.1
2019-11-25,1830.7
2019-11-26,1821.8
2019-11-27,1838.1
2019-11-28,1853.7
2019-11-29,1866.75
2019-11-30,1888.45
